generation	population_size	num_mutations	nucleotide_diversity	theta_watterson	beneficial_freq
639	10000	0	0.0	0.0	0.0
640	10000	0	0.0	0.0	0.0
641	10000	0	0.0	0.0	0.0
642	10000	0	0.0	0.0	0.0
643	10000	0	0.0	0.0	0.0
644	10000	0	0.0	0.0	0.0
645	10000	0	0.0	0.0	0.0
646	10000	0	0.0	0.0	0.0
647	10000	1	0.0	0.000102	0.0
648	10000	1	0.0	0.000102	0.0
649	10000	1	1e-06	0.000102	0.0
650	10000	1	0.0	0.000102	0.0
651	10000	1	0.0	0.000102	0.0
652	10000	1	0.0	0.000102	0.0
653	10000	1	0.0	0.000102	0.0
654	10000	0	0.0	0.0	0.0
655	10000	0	0.0	0.0	0.0
656	10000	0	0.0	0.0	0.0
657	10000	0	0.0	0.0	0.0
658	10000	0	0.0	0.0	0.0
659	10000	1	0.0	0.000102	0.0
660	10000	0	0.0	0.0	0.0
661	10000	0	0.0	0.0	0.0
662	10000	0	0.0	0.0	0.0
663	10000	0	0.0	0.0	0.0
664	10000	0	0.0	0.0	0.0
665	10000	0	0.0	0.0	0.0
666	10000	0	0.0	0.0	0.0
667	10000	0	0.0	0.0	0.0
668	10000	0	0.0	0.0	0.0
669	10000	0	0.0	0.0	0.0
670	10000	0	0.0	0.0	0.0
671	10000	0	0.0	0.0	0.0
672	10000	0	0.0	0.0	0.0
673	10000	0	0.0	0.0	0.0
674	10000	0	0.0	0.0	0.0
675	10000	1	0.0	0.000102	0.0
676	10000	0	0.0	0.0	0.0
677	10000	0	0.0	0.0	0.0
678	10000	0	0.0	0.0	0.0
679	10000	0	0.0	0.0	0.0
680	10000	0	0.0	0.0	0.0
681	10000	1	0.0	0.000102	0.0
682	10000	1	0.0	0.000102	0.0
683	10000	0	0.0	0.0	0.0
684	10000	0	0.0	0.0	0.0
685	10000	1	0.0	0.000102	0.0
686	10000	1	0.0	0.000102	0.0
687	10000	1	0.0	0.000102	0.0
688	10000	1	0.0	0.000102	0.0
689	10000	1	0.0	0.000102	0.0
690	10000	1	0.0	0.000102	0.0
691	10000	1	1e-06	0.000102	0.0
692	10000	1	1e-06	0.000102	0.0
693	10000	1	1e-06	0.000102	0.0
694	10000	2	0.0	0.000204	0.0
695	10000	1	1e-06	0.000102	0.0
696	10000	1	1e-06	0.000102	0.0
697	10000	1	0.0	0.000102	0.0
698	10000	2	0.0	0.000204	0.0
699	10000	1	1e-06	0.000102	0.0
700	10000	1	1e-06	0.000102	0.0
701	10000	1	2e-06	0.000102	0.0
702	10000	1	2e-06	0.000102	0.0
703	10000	1	3e-06	0.000102	0.0
704	10000	1	3e-06	0.000102	0.0
705	10000	1	4e-06	0.000102	0.0
706	10000	1	5e-06	0.000102	0.0
707	10000	1	5e-06	0.000102	0.0
708	10000	1	4e-06	0.000102	0.0
709	10000	1	3e-06	0.000102	0.0
710	10000	2	3e-06	0.000204	0.0
711	10000	2	3e-06	0.000204	0.0
712	10000	2	3e-06	0.000204	0.0
713	10000	2	4e-06	0.000204	0.0
714	10000	2	5e-06	0.000204	0.0
715	10000	2	5e-06	0.000204	0.0
716	10000	1	4e-06	0.000102	0.0
717	10000	1	3e-06	0.000102	0.0
718	10000	2	4e-06	0.000204	0.0
719	10000	1	3e-06	0.000102	0.0
720	10000	1	3e-06	0.000102	0.0
721	10000	1	4e-06	0.000102	0.0
722	10000	1	3e-06	0.000102	0.0
723	10000	1	3e-06	0.000102	0.0
724	10000	1	5e-06	0.000102	0.0
725	10000	1	3e-06	0.000102	0.0
726	10000	1	2e-06	0.000102	0.0
727	10000	1	3e-06	0.000102	0.0
728	10000	1	3e-06	0.000102	0.0
729	10000	2	2e-06	0.000204	0.0
730	10000	2	3e-06	0.000204	0.0
731	10000	2	2e-06	0.000204	0.0
732	10000	2	2e-06	0.000204	0.0
733	10000	1	2e-06	0.000102	0.0
734	10000	2	2e-06	0.000204	0.0
735	10000	1	2e-06	0.000102	0.0
736	10000	1	2e-06	0.000102	0.0
737	10000	1	2e-06	0.000102	0.0
738	10000	1	2e-06	0.000102	0.0
739	10000	1	3e-06	0.000102	0.0
740	10000	1	3e-06	0.000102	0.0
741	10000	1	4e-06	0.000102	0.0
742	10000	1	5e-06	0.000102	0.0
743	10000	1	5e-06	0.000102	0.0
744	10000	1	3e-06	0.000102	0.0
745	10000	1	3e-06	0.000102	0.0
746	10000	1	3e-06	0.000102	0.0
747	10000	1	4e-06	0.000102	0.0
748	10000	1	6e-06	0.000102	0.0
749	10000	1	5e-06	0.000102	0.0
750	10000	1	6e-06	0.000102	0.0
751	10000	1	6e-06	0.000102	0.0
752	10000	1	5e-06	0.000102	0.0
753	10000	1	4e-06	0.000102	0.0
754	10000	1	4e-06	0.000102	0.0
755	10000	1	5e-06	0.000102	0.0
756	10000	1	5e-06	0.000102	0.0
757	10000	1	5e-06	0.000102	0.0
758	10000	1	5e-06	0.000102	0.0
759	10000	1	5e-06	0.000102	0.0
760	10000	1	3e-06	0.000102	0.0
761	10000	1	2e-06	0.000102	0.0
762	10000	2	2e-06	0.000204	0.0
763	10000	3	3e-06	0.000307	0.0
764	10000	2	2e-06	0.000204	0.0
765	10000	2	1e-06	0.000204	0.0
766	10000	2	1e-06	0.000204	0.0
767	10000	2	1e-06	0.000204	0.0
768	10000	2	1e-06	0.000204	0.0
769	10000	2	1e-06	0.000204	0.0
770	10000	2	1e-06	0.000204	0.0
771	10000	2	1e-06	0.000204	0.0
772	10000	2	1e-06	0.000204	0.0
773	10000	1	0.0	0.000102	0.0
774	10000	1	0.0	0.000102	0.0
775	10000	1	0.0	0.000102	0.0
776	10000	1	0.0	0.000102	0.0
777	10000	1	0.0	0.000102	0.0
778	10000	0	0.0	0.0	0.0
779	10000	0	0.0	0.0	0.0
780	10000	0	0.0	0.0	0.0
781	10000	0	0.0	0.0	0.0
782	10000	0	0.0	0.0	0.0
783	10000	0	0.0	0.0	0.0
784	10000	0	0.0	0.0	0.0
785	10000	0	0.0	0.0	0.0
786	10000	0	0.0	0.0	0.0
787	10000	1	0.0	0.000102	0.0
788	10000	1	0.0	0.000102	0.0
789	10000	1	0.0	0.000102	0.0
790	10000	1	0.0	0.000102	0.0
791	10000	0	0.0	0.0	0.0
792	10000	0	0.0	0.0	0.0
793	10000	0	0.0	0.0	0.0
794	10000	0	0.0	0.0	0.0
795	10000	0	0.0	0.0	0.0
796	10000	0	0.0	0.0	0.0
797	10000	0	0.0	0.0	0.0
798	10000	0	0.0	0.0	0.0
799	10000	0	0.0	0.0	0.0
800	10000	0	0.0	0.0	0.0
801	10000	0	0.0	0.0	0.0
802	10000	0	0.0	0.0	0.0
803	10000	0	0.0	0.0	0.0
804	10000	0	0.0	0.0	0.0
805	10000	0	0.0	0.0	0.0
806	10000	0	0.0	0.0	0.0
807	10000	0	0.0	0.0	0.0
808	10000	0	0.0	0.0	0.0
809	10000	0	0.0	0.0	0.0
810	10000	0	0.0	0.0	0.0
811	10000	0	0.0	0.0	0.0
812	10000	0	0.0	0.0	0.0
813	10000	0	0.0	0.0	0.0
814	10000	0	0.0	0.0	0.0
815	10000	0	0.0	0.0	0.0
816	10000	1	0.0	0.000102	0.0
817	10000	0	0.0	0.0	0.0
818	10000	0	0.0	0.0	0.0
819	10000	0	0.0	0.0	0.0
820	10000	0	0.0	0.0	0.0
821	10000	0	0.0	0.0	0.0
822	10000	0	0.0	0.0	0.0
823	10000	0	0.0	0.0	0.0
824	10000	0	0.0	0.0	0.0
825	10000	0	0.0	0.0	0.0
826	10000	1	0.0	0.000102	0.0
827	10000	1	0.0	0.000102	0.0
828	10000	1	0.0	0.000102	0.0
829	10000	1	0.0	0.000102	0.0
830	10000	1	1e-06	0.000102	0.0
831	10000	1	1e-06	0.000102	0.0
832	10000	1	1e-06	0.000102	0.0
833	10000	1	1e-06	0.000102	0.0
834	10000	1	1e-06	0.000102	0.0
835	10000	1	0.0	0.000102	0.0
836	10000	1	1e-06	0.000102	0.0
837	10000	1	0.0	0.000102	0.0
838	10000	1	1e-06	0.000102	0.0
839	10000	1	0.0	0.000102	0.0
840	10000	2	0.0	0.000204	0.0
841	10000	1	0.0	0.000102	0.0
842	10000	1	0.0	0.000102	0.0
843	10000	0	0.0	0.0	0.0
844	10000	0	0.0	0.0	0.0
845	10000	0	0.0	0.0	0.0
846	10000	0	0.0	0.0	0.0
847	10000	0	0.0	0.0	0.0
848	10000	0	0.0	0.0	0.0
849	10000	0	0.0	0.0	0.0
850	10000	0	0.0	0.0	0.0
851	10000	0	0.0	0.0	0.0
852	10000	0	0.0	0.0	0.0
853	10000	1	0.0	0.000102	0.0
854	10000	0	0.0	0.0	0.0
855	10000	0	0.0	0.0	0.0
856	10000	0	0.0	0.0	0.0
857	10000	0	0.0	0.0	0.0
858	10000	2	0.0	0.000204	0.0
859	10000	1	0.0	0.000102	0.0
860	10000	1	0.0	0.000102	0.0
861	10000	2	0.0	0.000204	0.0
862	10000	2	1e-06	0.000204	0.0
863	10000	2	0.0	0.000204	0.0
864	10000	1	1e-06	0.000102	0.0
865	10000	1	0.0	0.000102	0.0
866	10000	0	0.0	0.0	0.0
867	10000	0	0.0	0.0	0.0
868	10000	0	0.0	0.0	0.0
869	10000	0	0.0	0.0	0.0
870	10000	0	0.0	0.0	0.0
871	10000	0	0.0	0.0	0.0
872	10000	0	0.0	0.0	0.0
873	10000	0	0.0	0.0	0.0
874	10000	0	0.0	0.0	0.0
875	10000	0	0.0	0.0	0.0
876	10000	0	0.0	0.0	0.0
877	10000	0	0.0	0.0	0.0
878	10000	0	0.0	0.0	0.0
879	10000	0	0.0	0.0	0.0
880	10000	0	0.0	0.0	0.0
881	10000	1	0.0	0.000102	0.0
882	10000	1	0.0	0.000102	0.0
883	10000	0	0.0	0.0	0.0
884	10000	0	0.0	0.0	0.0
885	10000	0	0.0	0.0	0.0
886	10000	0	0.0	0.0	0.0
887	10000	0	0.0	0.0	0.0
888	10000	0	0.0	0.0	0.0
889	10000	0	0.0	0.0	0.0
890	10000	0	0.0	0.0	0.0
891	10000	0	0.0	0.0	0.0
892	10000	0	0.0	0.0	0.0
893	10000	0	0.0	0.0	0.0
894	10000	1	0.0	0.000102	0.0
895	10000	1	0.0	0.000102	0.0
896	10000	0	0.0	0.0	0.0
897	10000	0	0.0	0.0	0.0
898	10000	0	0.0	0.0	0.0
899	10000	0	0.0	0.0	0.0
900	10000	0	0.0	0.0	0.0
901	10000	0	0.0	0.0	0.0
902	10000	0	0.0	0.0	0.0
903	10000	0	0.0	0.0	0.0
904	10000	0	0.0	0.0	0.0
905	10000	0	0.0	0.0	0.0
906	10000	0	0.0	0.0	0.0
907	10000	0	0.0	0.0	0.0
908	10000	0	0.0	0.0	0.0
909	10000	0	0.0	0.0	0.0
910	10000	0	0.0	0.0	0.0
911	10000	0	0.0	0.0	0.0
912	10000	0	0.0	0.0	0.0
913	10000	0	0.0	0.0	0.0
914	10000	1	0.0	0.000102	0.0
915	10000	1	0.0	0.000102	0.0
916	10000	1	0.0	0.000102	0.0
917	10000	1	0.0	0.000102	0.0
918	10000	1	0.0	0.000102	0.0
919	10000	1	0.0	0.000102	0.0
920	10000	1	1e-06	0.000102	0.0
921	10000	1	2e-06	0.000102	0.0
922	10000	1	2e-06	0.000102	0.0
923	10000	1	3e-06	0.000102	0.0
924	10000	1	3e-06	0.000102	0.0
925	10000	2	4e-06	0.000204	0.0
926	10000	2	6e-06	0.000204	0.0
927	10000	2	6e-06	0.000204	0.0
928	10000	2	6e-06	0.000204	0.0
929	10000	2	7e-06	0.000204	0.0
930	10000	3	9e-06	0.000307	0.0
931	10000	3	7e-06	0.000307	0.0
932	10000	3	6e-06	0.000307	0.0
933	10000	3	6e-06	0.000307	0.0
934	10000	3	5e-06	0.000307	0.0
935	10000	2	6e-06	0.000204	0.0
936	10000	2	5e-06	0.000204	0.0
937	10000	2	5e-06	0.000204	0.0
938	10000	2	6e-06	0.000204	0.0
939	10000	2	5e-06	0.000204	0.0
940	10000	1	5e-06	0.000102	0.0
941	10000	1	5e-06	0.000102	0.0
942	10000	1	4e-06	0.000102	0.0
943	10000	1	4e-06	0.000102	0.0
944	10000	1	4e-06	0.000102	0.0
945	10000	1	5e-06	0.000102	0.0
946	10000	1	5e-06	0.000102	0.0
947	10000	1	6e-06	0.000102	0.0
948	10000	1	7e-06	0.000102	0.0
949	10000	1	6e-06	0.000102	0.0
950	10000	1	4e-06	0.000102	0.0
951	10000	3	4e-06	0.000307	0.0
952	10000	3	3e-06	0.000307	0.0
953	10000	2	2e-06	0.000204	0.0
954	10000	3	3e-06	0.000307	0.0
955	10000	3	4e-06	0.000307	0.0
956	10000	3	2e-06	0.000307	0.0
957	10000	3	3e-06	0.000307	0.0
958	10000	2	3e-06	0.000204	0.0
959	10000	2	4e-06	0.000204	0.0
960	10000	3	4e-06	0.000307	0.0
961	10000	3	3e-06	0.000307	0.0
962	10000	3	3e-06	0.000307	0.0
963	10000	2	2e-06	0.000204	0.0
964	10000	1	1e-06	0.000102	0.0
965	10000	1	0.0	0.000102	0.0
966	10000	1	0.0	0.000102	0.0
967	10000	1	1e-06	0.000102	0.0
968	10000	1	1e-06	0.000102	0.0
969	10000	1	2e-06	0.000102	0.0
970	10000	1	2e-06	0.000102	0.0
971	10000	1	2e-06	0.000102	0.0
972	10000	1	2e-06	0.000102	0.0
973	10000	1	2e-06	0.000102	0.0
974	10000	1	3e-06	0.000102	0.0
975	10000	1	2e-06	0.000102	0.0
976	10000	1	3e-06	0.000102	0.0
977	10000	1	3e-06	0.000102	0.0
978	10000	1	4e-06	0.000102	0.0
979	10000	1	3e-06	0.000102	0.0
980	10000	1	3e-06	0.000102	0.0
981	10000	1	2e-06	0.000102	0.0
982	10000	1	2e-06	0.000102	0.0
983	10000	1	2e-06	0.000102	0.0
984	10000	1	1e-06	0.000102	0.0
985	10000	1	2e-06	0.000102	0.0
986	10000	1	2e-06	0.000102	0.0
987	10000	1	2e-06	0.000102	0.0
988	10000	1	1e-06	0.000102	0.0
989	10000	1	1e-06	0.000102	0.0
990	10000	1	1e-06	0.000102	0.0
991	10000	1	1e-06	0.000102	0.0
992	10000	1	1e-06	0.000102	0.0
993	10000	1	1e-06	0.000102	0.0
994	10000	1	1e-06	0.000102	0.0
995	10000	1	1e-06	0.000102	0.0
996	10000	1	1e-06	0.000102	0.0
997	10000	1	0.0	0.000102	0.0
998	10000	0	0.0	0.0	0.0
999	10000	1	0.0	0.000102	0.0
1000	100	0	0.0	0.0	0.0
1001	100	0	0.0	0.0	0.0
1002	100	0	0.0	0.0	0.0
1003	100	0	0.0	0.0	0.0
1004	100	0	0.0	0.0	0.0
1005	100	0	0.0	0.0	0.0
1006	100	0	0.0	0.0	0.0
1007	100	0	0.0	0.0	0.0
1008	100	0	0.0	0.0	0.0
1009	100	0	0.0	0.0	0.0
1010	100	0	0.0	0.0	0.0
1011	100	0	0.0	0.0	0.0
1012	100	0	0.0	0.0	0.0
1013	100	0	0.0	0.0	0.0
1014	100	0	0.0	0.0	0.0
1015	100	0	0.0	0.0	0.0
1016	100	0	0.0	0.0	0.0
1017	100	0	0.0	0.0	0.0
1018	100	0	0.0	0.0	0.0
1019	100	0	0.0	0.0	0.0
1020	100	0	0.0	0.0	0.0
1021	100	0	0.0	0.0	0.0
1022	100	0	0.0	0.0	0.0
1023	100	0	0.0	0.0	0.0
1024	100	0	0.0	0.0	0.0
1025	100	0	0.0	0.0	0.01
1026	100	0	0.0	0.0	0.01
1027	100	0	0.0	0.0	0.01
1028	100	0	0.0	0.0	0.01
1029	100	0	0.0	0.0	0.02
1030	100	0	0.0	0.0	0.03
1031	100	0	0.0	0.0	0.04
1032	100	0	0.0	0.0	0.03
1033	100	0	0.0	0.0	0.05
1034	100	0	0.0	0.0	0.07
1035	100	0	0.0	0.0	0.08
1036	100	0	0.0	0.0	0.14
1037	100	0	0.0	0.0	0.09
1038	100	0	0.0	0.0	0.11
1039	100	0	0.0	0.0	0.08
1040	100	0	0.0	0.0	0.11
1041	100	0	0.0	0.0	0.11
1042	100	0	0.0	0.0	0.12
1043	100	0	0.0	0.0	0.17
1044	100	0	0.0	0.0	0.19
1045	100	0	0.0	0.0	0.25
1046	100	0	0.0	0.0	0.26
1047	100	0	0.0	0.0	0.39
1048	100	0	0.0	0.0	0.5
1049	100	0	0.0	0.0	0.51
1050	10000	0	0.0	0.0	0.54
1051	10000	0	0.0	0.0	0.5586
1052	10000	0	0.0	0.0	0.5875
1053	10000	0	0.0	0.0	0.6125
1054	10000	1	0.0	0.000102	0.6252
1055	10000	0	0.0	0.0	0.64
1056	10000	0	0.0	0.0	0.6601
1057	10000	0	0.0	0.0	0.6825
1058	10000	0	0.0	0.0	0.7057
1059	10000	0	0.0	0.0	0.7314
1060	10000	0	0.0	0.0	0.7413
1061	10000	0	0.0	0.0	0.7668
1062	10000	0	0.0	0.0	0.7839
1063	10000	0	0.0	0.0	0.7989
1064	10000	0	0.0	0.0	0.8173
1065	10000	0	0.0	0.0	0.8314
1066	10000	0	0.0	0.0	0.8472
1067	10000	0	0.0	0.0	0.8653
1068	10000	0	0.0	0.0	0.8778
1069	10000	0	0.0	0.0	0.8897
1070	10000	0	0.0	0.0	0.8976
1071	10000	0	0.0	0.0	0.9035
1072	10000	0	0.0	0.0	0.9078
1073	10000	0	0.0	0.0	0.9168
1074	10000	0	0.0	0.0	0.9241
1075	10000	1	0.0	0.000102	0.9288
1076	10000	2	0.0	0.000204	0.9358
1077	10000	2	1e-06	0.000204	0.9388
1078	10000	2	1e-06	0.000204	0.941
1079	10000	2	1e-06	0.000204	0.9472
1080	10000	1	1e-06	0.000102	0.9544
1081	10000	1	0.0	0.000102	0.9578
1082	10000	1	0.0	0.000102	0.9641
1083	10000	1	1e-06	0.000102	0.968
1084	10000	1	1e-06	0.000102	0.9702
1085	10000	2	0.0	0.000204	0.9743
1086	10000	3	1e-06	0.000307	0.9764
1087	10000	3	1e-06	0.000307	0.978
1088	10000	4	1e-06	0.000409	0.9807
1089	10000	3	1e-06	0.000307	0.9825
1090	10000	3	1e-06	0.000307	0.9851
1091	10000	3	2e-06	0.000307	0.9872
1092	10000	2	2e-06	0.000204	0.9882
1093	10000	2	2e-06	0.000204	0.989
1094	10000	2	2e-06	0.000204	0.9892
1095	10000	2	2e-06	0.000204	0.9911
1096	10000	2	3e-06	0.000204	0.9923
1097	10000	2	4e-06	0.000204	0.9921
1098	10000	2	6e-06	0.000204	0.9932
1099	10000	2	6e-06	0.000204	0.9951
1100	10000	2	5e-06	0.000204	0.9957
1101	10000	2	6e-06	0.000204	0.9952
1102	10000	3	6e-06	0.000307	0.9961
1103	10000	2	7e-06	0.000204	0.9977
1104	10000	2	6e-06	0.000204	0.9981
1105	10000	2	5e-06	0.000204	0.9989
1106	10000	2	6e-06	0.000204	0.9995
1107	10000	2	6e-06	0.000204	0.9995
1108	10000	2	7e-06	0.000204	0.9994
1109	10000	2	7e-06	0.000204	0.9999
1110	10000	2	7e-06	0.000204	0.9999
1111	10000	2	7e-06	0.000204	1.0
1112	10000	2	7e-06	0.000204	1.0
1113	10000	3	8e-06	0.000307	1.0
1114	10000	3	9e-06	0.000307	1.0
1115	10000	3	8e-06	0.000307	1.0
1116	10000	4	8e-06	0.000409	1.0
1117	10000	3	9e-06	0.000307	1.0
1118	10000	2	7e-06	0.000204	1.0
1119	10000	2	6e-06	0.000204	1.0
1120	10000	2	4e-06	0.000204	1.0
1121	10000	1	4e-06	0.000102	1.0
1122	10000	1	3e-06	0.000102	1.0
1123	10000	1	4e-06	0.000102	1.0
1124	10000	1	4e-06	0.000102	1.0
1125	10000	1	5e-06	0.000102	1.0
1126	10000	1	6e-06	0.000102	1.0
1127	10000	1	7e-06	0.000102	1.0
1128	10000	1	8e-06	0.000102	1.0
1129	10000	1	5e-06	0.000102	1.0
1130	10000	1	4e-06	0.000102	1.0
1131	10000	1	4e-06	0.000102	1.0
1132	10000	1	5e-06	0.000102	1.0
1133	10000	2	5e-06	0.000204	1.0
1134	10000	3	5e-06	0.000307	1.0
1135	10000	3	5e-06	0.000307	1.0
1136	10000	2	6e-06	0.000204	1.0
1137	10000	2	9e-06	0.000204	1.0
1138	10000	2	8e-06	0.000204	1.0
1139	10000	3	8e-06	0.000307	1.0
1140	10000	2	8e-06	0.000204	1.0
1141	10000	3	9e-06	0.000307	1.0
1142	10000	4	8e-06	0.000409	1.0
1143	10000	4	8e-06	0.000409	1.0
1144	10000	2	8e-06	0.000204	1.0
1145	10000	2	7e-06	0.000204	1.0
1146	10000	2	7e-06	0.000204	1.0
1147	10000	2	9e-06	0.000204	1.0
1148	10000	3	9e-06	0.000307	1.0
1149	10000	2	9e-06	0.000204	1.0
1150	10000	2	9e-06	0.000204	1.0
1151	10000	2	9e-06	0.000204	1.0
1152	10000	2	1e-05	0.000204	1.0
1153	10000	2	1.1e-05	0.000204	1.0
1154	10000	2	1.1e-05	0.000204	1.0
1155	10000	1	1e-05	0.000102	1.0
1156	10000	1	1.2e-05	0.000102	1.0
1157	10000	1	1.2e-05	0.000102	1.0
1158	10000	1	9e-06	0.000102	1.0
1159	10000	1	1e-05	0.000102	1.0
1160	10000	1	8e-06	0.000102	1.0
1161	10000	1	1e-05	0.000102	1.0
1162	10000	1	9e-06	0.000102	1.0
1163	10000	1	1.1e-05	0.000102	1.0
1164	10000	1	9e-06	0.000102	1.0
1165	10000	1	1e-05	0.000102	1.0
1166	10000	1	1e-05	0.000102	1.0
1167	10000	1	9e-06	0.000102	1.0
1168	10000	1	9e-06	0.000102	1.0
1169	10000	1	1e-05	0.000102	1.0
1170	10000	2	1.1e-05	0.000204	1.0
1171	10000	1	1.1e-05	0.000102	1.0
1172	10000	1	8e-06	0.000102	1.0
1173	10000	1	8e-06	0.000102	1.0
1174	10000	1	8e-06	0.000102	1.0
1175	10000	1	7e-06	0.000102	1.0
1176	10000	1	7e-06	0.000102	1.0
1177	10000	1	7e-06	0.000102	1.0
1178	10000	1	7e-06	0.000102	1.0
1179	10000	2	7e-06	0.000204	1.0
1180	10000	2	7e-06	0.000204	1.0
1181	10000	2	9e-06	0.000204	1.0
1182	10000	2	9e-06	0.000204	1.0
1183	10000	2	9e-06	0.000204	1.0
1184	10000	2	7e-06	0.000204	1.0
1185	10000	2	7e-06	0.000204	1.0
1186	10000	2	6e-06	0.000204	1.0
1187	10000	2	7e-06	0.000204	1.0
1188	10000	2	8e-06	0.000204	1.0
1189	10000	2	9e-06	0.000204	1.0
1190	10000	2	1.3e-05	0.000204	1.0
1191	10000	2	1.3e-05	0.000204	1.0
1192	10000	2	1.4e-05	0.000204	1.0
1193	10000	2	1.3e-05	0.000204	1.0
1194	10000	2	1.2e-05	0.000204	1.0
1195	10000	2	1.4e-05	0.000204	1.0
1196	10000	2	1.7e-05	0.000204	1.0
1197	10000	2	1.5e-05	0.000204	1.0
1198	10000	2	1.6e-05	0.000204	1.0
1199	10000	2	1.5e-05	0.000204	1.0
1200	10000	2	1.3e-05	0.000204	1.0
1201	10000	2	1.2e-05	0.000204	1.0
1202	10000	2	1.3e-05	0.000204	1.0
1203	10000	2	1.4e-05	0.000204	1.0
1204	10000	2	1.6e-05	0.000204	1.0
1205	10000	2	1.4e-05	0.000204	1.0
1206	10000	1	1.2e-05	0.000102	1.0
1207	10000	1	1.2e-05	0.000102	1.0
1208	10000	1	1.3e-05	0.000102	1.0
1209	10000	1	1.4e-05	0.000102	1.0
1210	10000	1	1.3e-05	0.000102	1.0
1211	10000	1	1.3e-05	0.000102	1.0
1212	10000	1	9e-06	0.000102	1.0
1213	10000	1	9e-06	0.000102	1.0
1214	10000	2	9e-06	0.000204	1.0
1215	10000	2	1.3e-05	0.000204	1.0
1216	10000	2	1.2e-05	0.000204	1.0
1217	10000	2	1.4e-05	0.000204	1.0
1218	10000	2	1.2e-05	0.000204	1.0
1219	10000	2	1.1e-05	0.000204	1.0
1220	10000	2	1.1e-05	0.000204	1.0
1221	10000	2	1.2e-05	0.000204	1.0
1222	10000	2	1.4e-05	0.000204	1.0
1223	10000	3	1.4e-05	0.000307	1.0
1224	10000	2	1.5e-05	0.000204	1.0
1225	10000	2	1.5e-05	0.000204	1.0
1226	10000	2	1.2e-05	0.000204	1.0
1227	10000	2	1.1e-05	0.000204	1.0
1228	10000	2	1.2e-05	0.000204	1.0
1229	10000	2	1.2e-05	0.000204	1.0
1230	10000	2	1.1e-05	0.000204	1.0
1231	10000	2	1.1e-05	0.000204	1.0
1232	10000	1	9e-06	0.000102	1.0
1233	10000	1	7e-06	0.000102	1.0
1234	10000	1	6e-06	0.000102	1.0
1235	10000	1	8e-06	0.000102	1.0
1236	10000	1	7e-06	0.000102	1.0
1237	10000	1	6e-06	0.000102	1.0
1238	10000	1	7e-06	0.000102	1.0
1239	10000	1	6e-06	0.000102	1.0
1240	10000	1	9e-06	0.000102	1.0
1241	10000	1	8e-06	0.000102	1.0
1242	10000	1	9e-06	0.000102	1.0
1243	10000	2	1e-05	0.000204	1.0
1244	10000	1	8e-06	0.000102	1.0
1245	10000	1	8e-06	0.000102	1.0
1246	10000	2	1e-05	0.000204	1.0
1247	10000	2	1.2e-05	0.000204	1.0
1248	10000	1	1.1e-05	0.000102	1.0
1249	10000	1	1.1e-05	0.000102	1.0
1250	10000	2	1e-05	0.000204	1.0
1251	10000	2	7e-06	0.000204	1.0
1252	10000	2	8e-06	0.000204	1.0
1253	10000	3	9e-06	0.000307	1.0
1254	10000	2	7e-06	0.000204	1.0
1255	10000	2	8e-06	0.000204	1.0
1256	10000	2	7e-06	0.000204	1.0
1257	10000	3	8e-06	0.000307	1.0
1258	10000	2	8e-06	0.000204	1.0
1259	10000	2	7e-06	0.000204	1.0
1260	10000	2	7e-06	0.000204	1.0
1261	10000	2	6e-06	0.000204	1.0
1262	10000	2	6e-06	0.000204	1.0
1263	10000	2	7e-06	0.000204	1.0
1264	10000	2	8e-06	0.000204	1.0
1265	10000	1	7e-06	0.000102	1.0
1266	10000	1	8e-06	0.000102	1.0
1267	10000	1	8e-06	0.000102	1.0
1268	10000	1	8e-06	0.000102	1.0
1269	10000	1	6e-06	0.000102	1.0
1270	10000	1	4e-06	0.000102	1.0
1271	10000	1	4e-06	0.000102	1.0
1272	10000	1	4e-06	0.000102	1.0
1273	10000	1	5e-06	0.000102	1.0
1274	10000	1	5e-06	0.000102	1.0
1275	10000	1	6e-06	0.000102	1.0
1276	10000	1	5e-06	0.000102	1.0
1277	10000	1	6e-06	0.000102	1.0
1278	10000	1	5e-06	0.000102	1.0
1279	10000	1	6e-06	0.000102	1.0
1280	10000	1	6e-06	0.000102	1.0
1281	10000	2	5e-06	0.000204	1.0
1282	10000	2	5e-06	0.000204	1.0
1283	10000	1	7e-06	0.000102	1.0
1284	10000	1	7e-06	0.000102	1.0
1285	10000	1	5e-06	0.000102	1.0
1286	10000	1	5e-06	0.000102	1.0
1287	10000	1	5e-06	0.000102	1.0
1288	10000	1	6e-06	0.000102	1.0
1289	10000	1	6e-06	0.000102	1.0
1290	10000	1	7e-06	0.000102	1.0
1291	10000	1	6e-06	0.000102	1.0
1292	10000	1	5e-06	0.000102	1.0
1293	10000	1	5e-06	0.000102	1.0
1294	10000	1	4e-06	0.000102	1.0
1295	10000	1	4e-06	0.000102	1.0
1296	10000	1	5e-06	0.000102	1.0
1297	10000	1	6e-06	0.000102	1.0
1298	10000	1	5e-06	0.000102	1.0
1299	10000	1	5e-06	0.000102	1.0
1300	10000	1	7e-06	0.000102	1.0
1301	10000	1	5e-06	0.000102	1.0
1302	10000	1	5e-06	0.000102	1.0
1303	10000	1	6e-06	0.000102	1.0
1304	10000	1	5e-06	0.000102	1.0
1305	10000	1	3e-06	0.000102	1.0
1306	10000	2	4e-06	0.000204	1.0
